!CSV A.01.01,,,,,,,,,,,,
!Ceyear Technologies,3672E,ZFL00040,2.1.5,,,,,,,,,
!Date:,2022/6/12 12:11,,,,,,,,,,,
!Source:,GCA Sweep Data,,,,,,,,,,,
,,,,,,,,,,,,
Calibration State:,ON,,,,,,,,,,,
Num Freq Points: ,101,,,,,,,,,,,
Num Iterations: ,30,,,,,,,,,,,
,,,,,,,,,,,,
Frequncy,S11,,Pin Data,,Pout Data,,S21,,Delta Gain,,AI1,AI2
3.04E+09,-3.393657,12.738275,-10.179515,-69.346183,4.107354,88.507929,11.060095,-91.639342,3.226774,-110.506546,0,0
3.04E+09,-3.393657,12.738275,-9.6703,-69.288019,4.600976,88.527029,11.060095,-91.639342,3.21118,-110.54561,0,0
3.04E+09,-3.393657,12.738275,-9.160452,-69.238136,5.048821,88.553302,11.060095,-91.639342,3.149178,-110.569219,0,0
3.04E+09,-3.393657,12.738275,-8.649714,-69.093852,5.51494,88.671576,11.060095,-91.639342,3.104559,-110.595231,0,0
3.04E+09,-3.393657,12.738275,-8.136472,-68.995432,5.994456,88.73481,11.060095,-91.639342,3.070833,-110.630416,0,0
3.04E+09,-3.393657,12.738275,-7.6228,-68.94063,6.435924,88.754923,11.060095,-91.639342,2.998629,-110.665106,0,0
3.04E+09,-3.393657,12.738275,-7.107577,-68.798641,6.88683,88.872676,11.060095,-91.639342,2.934311,-110.689341,0,0
3.04E+09,-3.393657,12.738275,-6.593343,-68.664286,7.338554,88.985929,11.060095,-91.639342,2.871802,-110.710443,0,0
3.04E+09,-3.393657,12.738275,-6.076885,-68.514621,7.759464,89.109987,11.060095,-91.639342,2.776254,-110.73605,0,0
3.04E+09,-3.393657,12.738275,-5.560633,-68.366877,8.178182,89.238454,11.060095,-91.639342,2.67872,-110.755327,0,0
3.04E+09,-3.393657,12.738275,-5.043092,-68.217801,8.598202,89.374506,11.060095,-91.639342,2.581198,-110.76835,0,0
3.04E+09,-3.393657,12.738275,-4.524869,-68.085389,8.972388,89.506848,11.060095,-91.639342,2.437162,-110.768421,0,0
3.04E+09,-3.393657,12.738275,-4.0066,-67.909074,9.349248,89.682914,11.060095,-91.639342,2.295752,-110.76867,0,0
3.04E+09,-3.393657,12.738275,-3.489468,-67.705508,9.714288,89.901439,11.060095,-91.639342,2.143661,-110.75371,0,0
3.04E+09,-3.393657,12.738275,-2.970629,-67.509905,10.040789,90.121099,11.060095,-91.639342,1.951323,-110.729654,0,0
3.04E+09,-3.393657,12.738275,-2.452207,-67.359633,10.359224,90.307667,11.060095,-91.639342,1.751335,-110.693357,0,0
3.04E+09,-3.393657,12.738275,-1.934468,-67.188425,10.667824,90.5227,11.060095,-91.639342,1.542197,-110.649533,0,0
3.04E+09,-3.393657,12.738275,-1.417102,-66.950151,10.935134,90.815715,11.060095,-91.639342,1.292141,-110.594792,0,0
3.04E+09,-3.393657,12.738275,-0.902396,-66.756854,11.184216,91.070016,11.060095,-91.639342,1.026517,-110.533788,0,0
3.04E+09,-3.393657,12.738275,-0.38679,-66.511805,11.421427,91.381351,11.060095,-91.639342,0.748122,-110.467501,0,0
3.04E+09,-3.393657,12.738275,0.12885,-66.313352,11.615273,91.656405,11.060095,-91.639342,0.426328,-110.390901,0,0
3.04E+09,-3.393657,12.738275,0.642558,-66.118608,11.792629,91.931087,11.060095,-91.639342,0.089976,-110.310963,0,0
3.04E+09,-3.393657,12.738275,1.154617,-65.88938,11.948959,92.230439,11.060095,-91.639342,-0.265753,-110.240839,0,0
3.04E+09,-3.393657,12.738275,1.665108,-65.582269,12.072119,92.601331,11.060095,-91.639342,-0.653084,-110.177058,0,0
3.04E+09,-3.393657,12.738275,2.171968,-65.327513,12.180187,92.913084,11.060095,-91.639342,-1.051876,-110.120061,0,0
3.04E+09,-3.393657,12.738275,2.678547,-65.07607,12.281606,93.214688,11.060095,-91.639342,-1.457037,-110.0699,0,0
3.04E+09,-3.393657,12.738275,3.183148,-64.869584,12.358757,93.464245,11.060095,-91.639342,-1.884486,-110.026829,0,0
3.04E+09,-3.393657,12.738275,3.685968,-64.651004,12.431192,93.72187,11.060095,-91.639342,-2.314871,-109.987785,0,0
3.04E+09,-3.393657,12.738275,4.18643,-64.450463,12.494922,93.962434,11.060095,-91.639342,-2.751603,-109.947761,0,0
3.04E+09,-3.393657,12.738275,4.683606,-64.35153,12.546516,94.082255,11.060095,-91.639342,-3.197185,-109.926873,0,0
3.08E+09,-3.838215,170.035215,-10.52632,143.574428,3.789527,-58.823681,11.232041,78.431948,3.083806,79.169944,0,0
3.08E+09,-3.838215,170.035215,-10.018517,143.604485,4.247839,-58.827875,11.232041,78.431948,3.034315,79.135693,0,0
3.08E+09,-3.838215,170.035215,-9.507957,143.672564,4.720822,-58.78862,11.232041,78.431948,2.996737,79.106869,0,0
3.08E+09,-3.838215,170.035215,-8.99636,143.756214,5.207878,-58.726457,11.232041,78.431948,2.972198,79.085381,0,0
3.08E+09,-3.838215,170.035215,-8.48469,143.838392,5.655264,-58.681948,11.232041,78.431948,2.907913,79.047713,0,0
3.08E+09,-3.838215,170.035215,-7.970768,143.910983,6.118958,-58.639601,11.232041,78.431948,2.857685,79.017468,0,0
3.08E+09,-3.838215,170.035215,-7.457119,143.968442,6.59245,-58.609949,11.232041,78.431948,2.817528,78.989662,0,0
3.08E+09,-3.838215,170.035215,-6.941983,144.150902,7.029545,-58.459474,11.232041,78.431948,2.739488,78.957676,0,0
3.08E+09,-3.838215,170.035215,-6.425901,144.245661,7.474907,-58.394173,11.232041,78.431948,2.668767,78.928219,0,0
3.08E+09,-3.838215,170.035215,-5.909108,144.346845,7.92069,-58.313738,11.232041,78.431948,2.597757,78.907469,0,0
3.08E+09,-3.838215,170.035215,-5.391864,144.497499,8.327876,-58.185961,11.232041,78.431948,2.487699,78.884592,0,0
3.08E+09,-3.838215,170.035215,-4.873769,144.646863,8.733899,-58.048654,11.232041,78.431948,2.375627,78.872536,0,0
3.08E+09,-3.838215,170.035215,-4.356511,144.787003,9.140633,-57.913612,11.232041,78.431948,2.265103,78.867437,0,0
3.08E+09,-3.838215,170.035215,-3.837163,144.998788,9.502871,-57.699682,11.232041,78.431948,2.107993,78.869583,0,0
3.08E+09,-3.838215,170.035215,-3.318462,145.166491,9.860073,-57.516526,11.232041,78.431948,1.946494,78.885035,0,0
3.08E+09,-3.838215,170.035215,-2.79894,145.31418,10.206983,-57.342365,11.232041,78.431948,1.773883,78.911508,0,0
3.08E+09,-3.838215,170.035215,-2.280074,145.477765,10.513662,-57.13567,11.232041,78.431948,1.561695,78.954618,0,0
3.08E+09,-3.838215,170.035215,-1.762958,145.690515,10.805416,-56.87343,11.232041,78.431948,1.336334,79.004108,0,0
3.08E+09,-3.838215,170.035215,-1.245097,145.873735,11.086755,-56.620219,11.232041,78.431948,1.099811,79.074098,0,0
3.08E+09,-3.838215,170.035215,-0.727766,146.071888,11.328163,-56.347617,11.232041,78.431948,0.823888,79.148547,0,0
3.08E+09,-3.838215,170.035215,-0.209314,146.275447,11.550252,-56.054633,11.232041,78.431948,0.527525,79.237973,0,0
3.08E+09,-3.838215,170.035215,0.307646,146.554552,11.754512,-55.676472,11.232041,78.431948,0.214825,79.337028,0,0
3.08E+09,-3.838215,170.035215,0.823509,146.756122,11.917526,-55.389212,11.232041,78.431948,-0.138024,79.422719,0,0
3.08E+09,-3.838215,170.035215,1.337163,146.912696,12.065535,-55.140497,11.232041,78.431948,-0.503669,79.514859,0,0
3.08E+09,-3.838215,170.035215,1.850267,147.121787,12.193477,-54.849404,11.232041,78.431948,-0.888831,79.596862,0,0
3.08E+09,-3.838215,170.035215,2.361639,147.297917,12.299599,-54.602373,11.232041,78.431948,-1.29408,79.667763,0,0
3.08E+09,-3.838215,170.035215,2.870859,147.482236,12.392405,-54.345883,11.232041,78.431948,-1.710495,79.739934,0,0
3.08E+09,-3.838215,170.035215,3.37773,147.68122,12.47766,-54.090027,11.232041,78.431948,-2.132111,79.796806,0,0
3.08E+09,-3.838215,170.035215,3.881123,147.890783,12.544995,-53.832087,11.232041,78.431948,-2.568168,79.845183,0,0
3.08E+09,-3.838215,170.035215,4.384154,147.984404,12.608004,-53.6924,11.232041,78.431948,-3.00819,79.891249,0,0
3.12E+09,-2.991389,1.997457,-10.849159,74.721278,3.468027,-127.864712,10.548335,-84.241467,3.768852,-118.344523,0,0
3.12E+09,-2.991389,1.997457,-10.338483,74.732676,3.95453,-127.880645,10.548335,-84.241467,3.744678,-118.371855,0,0
3.12E+09,-2.991389,1.997457,-9.827331,74.772011,4.448267,-127.858479,10.548335,-84.241467,3.727263,-118.389023,0,0
3.12E+09,-2.991389,1.997457,-9.314965,74.869493,4.913529,-127.816212,10.548335,-84.241467,3.680159,-118.444238,0,0
3.12E+09,-2.991389,1.997457,-8.802024,74.931294,5.387438,-127.794112,10.548335,-84.241467,3.641127,-118.483939,0,0
3.12E+09,-2.991389,1.997457,-8.288754,75.002913,5.879465,-127.750953,10.548335,-84.241467,3.619885,-118.512399,0,0
3.12E+09,-2.991389,1.997457,-7.773281,75.01518,6.333596,-127.792651,10.548335,-84.241467,3.558542,-118.566365,0,0
3.12E+09,-2.991389,1.997457,-7.257604,75.125758,6.800743,-127.728617,10.548335,-84.241467,3.510012,-118.612908,0,0
3.12E+09,-2.991389,1.997457,-6.742292,75.207394,7.277842,-127.681745,10.548335,-84.241467,3.4718,-118.647672,0,0
3.12E+09,-2.991389,1.997457,-6.224371,75.390696,7.72367,-127.561839,10.548335,-84.241467,3.399706,-118.711068,0,0
3.12E+09,-2.991389,1.997457,-5.706764,75.531682,8.173745,-127.475597,10.548335,-84.241467,3.332174,-118.765812,0,0
3.12E+09,-2.991389,1.997457,-5.190212,75.626532,8.631752,-127.426739,10.548335,-84.241467,3.273629,-118.811804,0,0
3.12E+09,-2.991389,1.997457,-4.671536,75.747198,9.056505,-127.379149,10.548335,-84.241467,3.179706,-118.884881,0,0
3.12E+09,-2.991389,1.997457,-4.152797,75.910469,9.476216,-127.284088,10.548335,-84.241467,3.080678,-118.95309,0,0
3.12E+09,-2.991389,1.997457,-3.633977,76.024157,9.899254,-127.242054,10.548335,-84.241467,2.984897,-119.024744,0,0
3.12E+09,-2.991389,1.997457,-3.116192,76.183266,10.276274,-127.173204,10.548335,-84.241467,2.844131,-119.115003,0,0
3.12E+09,-2.991389,1.997457,-2.600234,76.331878,10.653121,-127.112916,10.548335,-84.241467,2.70502,-119.203327,0,0
3.12E+09,-2.991389,1.997457,-2.082737,76.475836,11.014804,-127.065064,10.548335,-84.241467,2.549206,-119.299433,0,0
3.12E+09,-2.991389,1.997457,-1.567255,76.628024,11.337658,-127.022963,10.548335,-84.241467,2.356578,-119.40952,0,0
3.12E+09,-2.991389,1.997457,-1.051973,76.776442,11.643223,-126.980782,10.548335,-84.241467,2.146861,-119.515757,0,0
3.12E+09,-2.991389,1.997457,-0.537404,76.947547,11.934153,-126.9075,10.548335,-84.241467,1.923222,-119.613579,0,0
3.12E+09,-2.991389,1.997457,-0.024494,77.151505,12.17926,-126.81653,10.548335,-84.241467,1.655419,-119.726568,0,0
3.12E+09,-2.991389,1.997457,0.485743,77.381931,12.403707,-126.685495,10.548335,-84.241467,1.36963,-119.825959,0,0
3.12E+09,-2.991389,1.997457,0.995769,77.559555,12.605912,-126.613614,10.548335,-84.241467,1.061808,-119.931702,0,0
3.12E+09,-2.991389,1.997457,1.503593,77.725513,12.772146,-126.556678,10.548335,-84.241467,0.720218,-120.040724,0,0
3.12E+09,-2.991389,1.997457,2.00936,77.96948,12.921826,-126.418981,10.548335,-84.241467,0.364131,-120.146994,0,0
3.12E+09,-2.991389,1.997457,2.512997,78.181709,13.054991,-126.315394,10.548335,-84.241467,-0.006341,-120.255637,0,0
3.12E+09,-2.991389,1.997457,3.01304,78.345454,13.169741,-126.253944,10.548335,-84.241467,-0.391633,-120.357931,0,0
3.12E+09,-2.991389,1.997457,3.513019,78.530792,13.271387,-126.167405,10.548335,-84.241467,-0.789966,-120.456731,0,0
3.12E+09,-2.991389,1.997457,4.011111,78.657865,13.364499,-126.123411,10.548335,-84.241467,-1.194946,-120.539809,0,0
3.16E+09,-4.661548,-102.313598,-10.249688,-67.142789,4.006726,89.912878,11.407854,166.323853,2.84856,-9.268186,0,0
3.16E+09,-4.661548,-102.313598,-9.739304,-67.101248,4.501274,89.925681,11.407854,166.323853,2.832724,-9.296924,0,0
3.16E+09,-4.661548,-102.313598,-9.227841,-67.061521,4.955478,89.928353,11.407854,166.323853,2.775465,-9.333979,0,0
3.16E+09,-4.661548,-102.313598,-8.7162,-67.027375,5.428925,89.922604,11.407854,166.323853,2.737271,-9.373874,0,0
3.16E+09,-4.661548,-102.313598,-8.202972,-67.007451,5.913719,89.925401,11.407854,166.323853,2.708836,-9.391001,0,0
3.16E+09,-4.661548,-102.313598,-7.690455,-66.997569,6.357765,89.893991,11.407854,166.323853,2.640367,-9.432293,0,0
3.16E+09,-4.661548,-102.313598,-7.17453,-66.993116,6.811387,89.863972,11.407854,166.323853,2.578063,-9.466765,0,0
3.16E+09,-4.661548,-102.313598,-6.658442,-66.860122,7.281589,89.964898,11.407854,166.323853,2.532177,-9.498833,0,0
3.16E+09,-4.661548,-102.313598,-6.141987,-66.75222,7.706301,90.031603,11.407854,166.323853,2.440434,-9.54003,0,0
3.16E+09,-4.661548,-102.313598,-5.625169,-66.68226,8.143051,90.070383,11.407854,166.323853,2.360366,-9.57121,0,0
3.16E+09,-4.661548,-102.313598,-5.107369,-66.567471,8.576014,90.152509,11.407854,166.323853,2.275528,-9.603872,0,0
3.16E+09,-4.661548,-102.313598,-4.591076,-66.498445,8.975528,90.188965,11.407854,166.323853,2.158749,-9.636443,0,0
3.16E+09,-4.661548,-102.313598,-4.072154,-66.316489,9.367137,90.335672,11.407854,166.323853,2.031437,-9.671692,0,0
3.16E+09,-4.661548,-102.313598,-3.553066,-66.14028,9.755879,90.502179,11.407854,166.323853,1.901091,-9.681394,0,0
3.16E+09,-4.661548,-102.313598,-3.034466,-66.064455,10.103994,90.555815,11.407854,166.323853,1.730606,-9.703583,0,0
3.16E+09,-4.661548,-102.313598,-2.516447,-65.951244,10.440492,90.654536,11.407854,166.323853,1.549085,-9.718073,0,0
3.16E+09,-4.661548,-102.313598,-2.000064,-65.791354,10.759923,90.807954,11.407854,166.323853,1.352133,-9.724545,0,0
3.16E+09,-4.661548,-102.313598,-1.482537,-65.622499,11.042618,90.980519,11.407854,166.323853,1.1173,-9.720835,0,0
3.16E+09,-4.661548,-102.313598,-0.966004,-65.451135,11.307213,91.155711,11.407854,166.323853,0.865363,-9.717007,0,0
3.16E+09,-4.661548,-102.313598,-0.45139,-65.298746,11.549666,91.320326,11.407854,166.323853,0.593202,-9.70478,0,0
3.16E+09,-4.661548,-102.313598,0.064036,-65.156809,11.761486,91.484481,11.407854,166.323853,0.289596,-9.682563,0,0
3.16E+09,-4.661548,-102.313598,0.576111,-64.952426,11.942108,91.697756,11.407854,166.323853,-0.041857,-9.673671,0,0
3.16E+09,-4.661548,-102.313598,1.087865,-64.753208,12.103767,91.89934,11.407854,166.323853,-0.391953,-9.671306,0,0
3.16E+09,-4.661548,-102.313598,1.597876,-64.54041,12.239678,92.112279,11.407854,166.323853,-0.766052,-9.671164,0,0
3.16E+09,-4.661548,-102.313598,2.106198,-64.37688,12.358808,92.276514,11.407854,166.323853,-1.155244,-9.670459,0,0
3.16E+09,-4.661548,-102.313598,2.613296,-64.172469,12.462847,92.470835,11.407854,166.323853,-1.558304,-9.680549,0,0
3.16E+09,-4.661548,-102.313598,3.117618,-63.969759,12.558677,92.661983,11.407854,166.323853,-1.966795,-9.692111,0,0
3.16E+09,-4.661548,-102.313598,3.618123,-63.817097,12.636573,92.808372,11.407854,166.323853,-2.389404,-9.698384,0,0
3.16E+09,-4.661548,-102.313598,4.11852,-63.618825,12.706949,93.003453,11.407854,166.323853,-2.819425,-9.701576,0,0
3.16E+09,-4.661548,-102.313598,4.616701,-63.458637,12.770402,93.159968,11.407854,166.323853,-3.254153,-9.705249,0,0
3.20E+09,-4.260392,8.936649,-10.14467,1.18275,4.159927,157.955462,10.381556,-84.26358,3.923041,-118.963708,0,0
3.20E+09,-4.260392,8.936649,-9.63456,1.131786,4.622529,157.869723,10.381556,-84.26358,3.875533,-118.998482,0,0
3.20E+09,-4.260392,8.936649,-9.123807,1.11867,5.097412,157.822591,10.381556,-84.26358,3.839663,-119.032499,0,0
3.20E+09,-4.260392,8.936649,-8.611368,1.178726,5.588279,157.868987,10.381556,-84.26358,3.81809,-119.046159,0,0
3.20E+09,-4.260392,8.936649,-8.098742,1.174839,6.04239,157.824684,10.381556,-84.26358,3.759576,-119.086574,0,0
3.20E+09,-4.260392,8.936649,-7.586347,1.207965,6.506091,157.834093,10.381556,-84.26358,3.710882,-119.110291,0,0
3.20E+09,-4.260392,8.936649,-7.070841,1.260126,6.984461,157.861913,10.381556,-84.26358,3.673746,-119.134632,0,0
3.20E+09,-4.260392,8.936649,-6.554863,1.246944,7.435041,157.820928,10.381556,-84.26358,3.608348,-119.162436,0,0
3.20E+09,-4.260392,8.936649,-6.03816,1.35516,7.881184,157.908979,10.381556,-84.26358,3.537788,-119.1826,0,0
3.20E+09,-4.260392,8.936649,-5.521645,1.478559,8.335427,158.012997,10.381556,-84.26358,3.475515,-119.201982,0,0
3.20E+09,-4.260392,8.936649,-5.005803,1.513276,8.758664,158.029271,10.381556,-84.26358,3.382911,-119.220425,0,0
3.20E+09,-4.260392,8.936649,-4.487871,1.624687,9.179524,158.121642,10.381556,-84.26358,3.285839,-119.239465,0,0
3.20E+09,-4.260392,8.936649,-3.968542,1.686846,9.591231,158.184901,10.381556,-84.26358,3.178217,-119.238365,0,0
3.20E+09,-4.260392,8.936649,-3.449861,1.849419,9.984307,158.347803,10.381556,-84.26358,3.052612,-119.238036,0,0
3.20E+09,-4.260392,8.936649,-2.930424,1.993444,10.353929,158.505634,10.381556,-84.26358,2.902797,-119.224229,0,0
3.20E+09,-4.260392,8.936649,-2.411732,2.140416,10.712838,158.684194,10.381556,-84.26358,2.743014,-119.192642,0,0
3.20E+09,-4.260392,8.936649,-1.895273,2.264082,11.050351,158.842454,10.381556,-84.26358,2.564068,-119.158048,0,0
3.20E+09,-4.260392,8.936649,-1.377877,2.410484,11.357325,159.035907,10.381556,-84.26358,2.353646,-119.110996,0,0
3.20E+09,-4.260392,8.936649,-0.860783,2.564135,11.652492,159.253073,10.381556,-84.26358,2.131719,-119.047481,0,0
3.20E+09,-4.260392,8.936649,-0.344916,2.773369,11.922618,159.529994,10.381556,-84.26358,1.885978,-118.979795,0,0
3.20E+09,-4.260392,8.936649,0.171225,2.887748,12.15556,159.730783,10.381556,-84.26358,1.60278,-118.893385,0,0
3.20E+09,-4.260392,8.936649,0.683768,3.061905,12.365303,159.992244,10.381556,-84.26358,1.299979,-118.806081,0,0
3.20E+09,-4.260392,8.936649,1.196382,3.218738,12.555485,160.23426,10.381556,-84.26358,0.977547,-118.720897,0,0
3.20E+09,-4.260392,8.936649,1.707498,3.410464,12.706085,160.516985,10.381556,-84.26358,0.617031,-118.629898,0,0
3.20E+09,-4.260392,8.936649,2.217054,3.575232,12.842695,160.767335,10.381556,-84.26358,0.244085,-118.544317,0,0
3.20E+09,-4.260392,8.936649,2.724582,3.792002,12.962792,161.064939,10.381556,-84.26358,-0.143346,-118.463482,0,0
3.20E+09,-4.260392,8.936649,3.22966,3.891732,13.060666,161.241693,10.381556,-84.26358,-0.55055,-118.386458,0,0
3.20E+09,-4.260392,8.936649,3.731129,4.148642,13.147181,161.572244,10.381556,-84.26358,-0.965505,-118.312817,0,0
3.20E+09,-4.260392,8.936649,4.232366,4.298095,13.229596,161.791487,10.381556,-84.26358,-1.384326,-118.243028,0,0
3.20E+09,-4.260392,8.936649,4.731225,4.443487,13.293667,162.00046,10.381556,-84.26358,-1.819115,-118.179446,0,0
3.24E+09,-4.229561,-91.092567,-10.293446,38.538618,3.94319,-164.941368,11.236666,173.555578,2.99997,-17.035564,0,0
3.24E+09,-4.229561,-91.092567,-9.786413,40.331838,4.405582,-163.208204,11.236666,173.555578,2.955329,-17.09562,0,0
3.24E+09,-4.229561,-91.092567,-9.274465,42.074287,4.897625,-161.490768,11.236666,173.555578,2.935424,-17.120633,0,0
3.24E+09,-4.229561,-91.092567,-8.76172,43.816816,5.34551,-159.81832,11.236666,173.555578,2.870564,-17.190714,0,0
3.24E+09,-4.229561,-91.092567,-8.248282,45.62278,5.807894,-158.066124,11.236666,173.555578,2.81951,-17.244482,0,0
3.24E+09,-4.229561,-91.092567,-7.734099,47.35183,6.275456,-156.382929,11.236666,173.555578,2.772889,-17.290338,0,0
3.24E+09,-4.229561,-91.092567,-7.217874,49.144779,6.71622,-154.662806,11.236666,173.555578,2.697428,-17.363162,0,0
3.24E+09,-4.229561,-91.092567,-6.701658,50.885273,7.152812,-152.988902,11.236666,173.555578,2.617803,-17.429753,0,0
3.24E+09,-4.229561,-91.092567,-6.184526,52.624283,7.593781,-151.317722,11.236666,173.555578,2.541641,-17.497583,0,0
3.24E+09,-4.229561,-91.092567,-5.667532,54.424247,8.009759,-149.592968,11.236666,173.555578,2.440625,-17.572793,0,0
3.24E+09,-4.229561,-91.092567,-5.150055,56.247374,8.405007,-147.849745,11.236666,173.555578,2.318396,-17.652696,0,0
3.24E+09,-4.229561,-91.092567,-4.631066,58.110137,8.803148,-146.069074,11.236666,173.555578,2.197547,-17.734789,0,0
3.24E+09,-4.229561,-91.092567,-4.112614,59.943384,9.168947,-144.324234,11.236666,173.555578,2.044895,-17.823196,0,0
3.24E+09,-4.229561,-91.092567,-3.593992,61.753996,9.51574,-142.602281,11.236666,173.555578,1.873066,-17.911855,0,0
3.24E+09,-4.229561,-91.092567,-3.074629,63.621272,9.84632,-140.818784,11.236666,173.555578,1.684283,-17.995634,0,0
3.24E+09,-4.229561,-91.092567,-2.556319,65.542956,10.163358,-138.983213,11.236666,173.555578,1.48301,-18.081747,0,0
3.24E+09,-4.229561,-91.092567,-2.039525,67.405866,10.445186,-137.202396,11.236666,173.555578,1.248044,-18.16384,0,0
3.24E+09,-4.229561,-91.092567,-1.522488,69.321687,10.716321,-135.367715,11.236666,173.555578,1.002143,-18.24498,0,0
3.24E+09,-4.229561,-91.092567,-1.00727,71.212196,10.966331,-133.545309,11.236666,173.555578,0.736935,-18.313083,0,0
3.24E+09,-4.229561,-91.092567,-0.493458,73.099446,11.184041,-131.714009,11.236666,173.555578,0.440833,-18.369033,0,0
3.24E+09,-4.229561,-91.092567,0.019785,75.102906,11.381229,-129.758328,11.236666,173.555578,0.124778,-18.416812,0,0
3.24E+09,-4.229561,-91.092567,0.530958,77.033381,11.560818,-127.863665,11.236666,173.555578,-0.206807,-18.452625,0,0
3.24E+09,-4.229561,-91.092567,1.040142,78.931304,11.707578,-125.998678,11.236666,173.555578,-0.569231,-18.485559,0,0
3.24E+09,-4.229561,-91.092567,1.54692,80.89692,11.837001,-124.054649,11.236666,173.555578,-0.946586,-18.507147,0,0
3.24E+09,-4.229561,-91.092567,2.051507,82.865918,11.952443,-122.11514,11.236666,173.555578,-1.33573,-18.536636,0,0
3.24E+09,-4.229561,-91.092567,2.553985,84.881249,12.043742,-120.117083,11.236666,173.555578,-1.746909,-18.55391,0,0
3.24E+09,-4.229561,-91.092567,3.05436,86.875753,12.130029,-118.138215,11.236666,173.555578,-2.160997,-18.569546,0,0
3.24E+09,-4.229561,-91.092567,3.552795,88.906902,12.206389,-116.122438,11.236666,173.555578,-2.583072,-18.584918,0,0
3.24E+09,-4.229561,-91.092567,4.048803,90.914333,12.269387,-114.118933,11.236666,173.555578,-3.016082,-18.588843,0,0
3.24E+09,-4.229561,-91.092567,4.543064,92.969518,12.32407,-112.067219,11.236666,173.555578,-3.45566,-18.592314,0,0
3.28E+09,-3.404746,97.44,-10.08721,-31.553024,4.157431,124.681149,10.72259,12.070929,3.52205,144.163244,0,0
3.28E+09,-3.404746,97.44,-9.577338,-29.867299,4.645266,126.330242,10.72259,12.070929,3.500013,144.126613,0,0
3.28E+09,-3.404746,97.44,-9.065103,-28.21701,5.123492,127.943905,10.72259,12.070929,3.466005,144.089986,0,0
3.28E+09,-3.404746,97.44,-8.552338,-26.494826,5.589503,129.622689,10.72259,12.070929,3.419251,144.046586,0,0
3.28E+09,-3.404746,97.44,-8.03855,-24.798518,6.064346,131.292173,10.72259,12.070929,3.380306,144.019762,0,0
3.28E+09,-3.404746,97.44,-7.523558,-23.093712,6.535437,132.953978,10.72259,12.070929,3.336405,143.976761,0,0
3.28E+09,-3.404746,97.44,-7.00798,-21.374333,6.991785,134.615797,10.72259,12.070929,3.277176,143.919201,0,0
3.28E+09,-3.404746,97.44,-6.491508,-19.584854,7.449204,136.376854,10.72259,12.070929,3.218122,143.890779,0,0
3.28E+09,-3.404746,97.44,-5.974966,-17.807522,7.915626,138.115396,10.72259,12.070929,3.168002,143.851989,0,0
3.28E+09,-3.404746,97.44,-5.457716,-16.014556,8.342495,139.85548,10.72259,12.070929,3.077622,143.799107,0,0
3.28E+09,-3.404746,97.44,-4.939642,-14.213004,8.778855,141.615993,10.72259,12.070929,2.995908,143.758069,0,0
3.28E+09,-3.404746,97.44,-4.421573,-12.333548,9.214204,143.451011,10.72259,12.070929,2.913187,143.71363,0,0
3.28E+09,-3.404746,97.44,-3.903277,-10.517301,9.612652,145.220296,10.72259,12.070929,2.79334,143.666668,0,0
3.28E+09,-3.404746,97.44,-3.384023,-8.689941,10.007121,147.001988,10.72259,12.070929,2.668553,143.621001,0,0
3.28E+09,-3.404746,97.44,-2.865482,-6.830427,10.400073,148.819696,10.72259,12.070929,2.542965,143.579195,0,0
3.28E+09,-3.404746,97.44,-2.347291,-4.930297,10.749424,150.673446,10.72259,12.070929,2.374125,143.532814,0,0
3.28E+09,-3.404746,97.44,-1.829605,-2.997137,11.0782,152.566821,10.72259,12.070929,2.185215,143.493029,0,0
3.28E+09,-3.404746,97.44,-1.31401,-1.105761,11.407438,154.425314,10.72259,12.070929,1.998858,143.460146,0,0
3.28E+09,-3.404746,97.44,-0.7981,0.795996,11.685431,156.30145,10.72259,12.070929,1.760941,143.434525,0,0
3.28E+09,-3.404746,97.44,-0.283903,2.817309,11.94856,158.301654,10.72259,12.070929,1.509873,143.413417,0,0
3.28E+09,-3.404746,97.44,0.229411,4.783682,12.190029,160.258239,10.72259,12.070929,1.238028,143.403628,0,0
3.28E+09,-3.404746,97.44,0.740688,6.735545,12.387221,162.210329,10.72259,12.070929,0.923943,143.403855,0,0
3.28E+09,-3.404746,97.44,1.249742,8.778762,12.562133,164.257509,10.72259,12.070929,0.589801,143.407819,0,0
3.28E+09,-3.404746,97.44,1.757624,10.730331,12.722805,166.216186,10.72259,12.070929,0.24259,143.414926,0,0
3.28E+09,-3.404746,97.44,2.262881,12.758273,12.845972,168.254497,10.72259,12.070929,-0.139498,143.425295,0,0
3.28E+09,-3.404746,97.44,2.76626,14.821812,12.961536,170.331247,10.72259,12.070929,-0.527314,143.438506,0,0
3.28E+09,-3.404746,97.44,3.267183,16.879214,13.065247,172.395249,10.72259,12.070929,-0.924526,143.445107,0,0
3.28E+09,-3.404746,97.44,3.766473,18.983875,13.147194,174.510322,10.72259,12.070929,-1.341869,143.455519,0,0
3.28E+09,-3.404746,97.44,4.263716,21.115043,13.224827,176.65164,10.72259,12.070929,-1.761479,143.465668,0,0
3.28E+09,-3.404746,97.44,4.7592,23.158848,13.293074,178.702224,10.72259,12.070929,-2.188716,143.472447,0,0
3.32E+09,-2.559966,26.219125,-10.501987,-105.228615,3.748584,50.701999,11.882675,-67.313129,2.367896,-136.756256,0,0
